Sequence,Volt,Start,Increment
1144,8.60000e+00,,
1145,7.80000e+00,,
1146,8.60000e+00,,
1147,7.80000e+00,,
1148,8.60000e+00,,
1149,7.80000e+00,,
1150,8.60000e+00,,
1151,7.80000e+00,,
1152,8.60000e+00,,
1153,7.80000e+00,,
1154,8.60000e+00,,
1155,7.80000e+00,,
1156,8.60000e+00,,
1157,7.80000e+00,,
1158,8.60000e+00,,
1159,4.00000e-01,,
1160,4.00000e-01,,
1161,8.00000e+00,,
1162,8.60000e+00,,
1163,7.80000e+00,,
1164,8.60000e+00,,
1165,7.80000e+00,,
1166,8.60000e+00,,
1167,7.80000e+00,,
1168,8.60000e+00,,
1169,7.80000e+00,,
1170,8.60000e+00,,
1171,7.80000e+00,,
1172,8.60000e+00,,
1173,7.80000e+00,,
1174,8.60000e+00,,
1175,7.80000e+00,,
1176,8.60000e+00,,
1177,7.80000e+00,,
1178,8.60000e+00,,
1179,7.80000e+00,,
1180,8.60000e+00,,
1181,7.80000e+00,,
1182,8.60000e+00,,
1183,7.80000e+00,,
1184,8.60000e+00,,
1185,7.80000e+00,,
1186,8.60000e+00,,
1187,7.80000e+00,,
1188,8.60000e+00,,
1189,6.00000e-01,,
1190,1.20000e+00,,
1191,4.00000e-01,,
1192,4.00000e-01,,
1193,8.60000e+00,,
1194,8.60000e+00,,
1195,7.80000e+00,,
1196,8.60000e+00,,
1197,7.80000e+00,,
1198,8.60000e+00,,
1199,7.80000e+00,,
